address,detail,sgg
전라북도 전주시 완산구 효자동1가 용머리로 20,전세,2
전라북도 전주시 완산구 효자동1가 용머리로 27,매매,3
전라북도 전주시 완산구 효자동1가 용머리로 29,매매,3
전라북도 전주시 완산구 효자동1가 용머리로 29,월세,1
전라북도 전주시 완산구 효자동1가 용머리로 29,전세,1
전라북도 전주시 완산구 효자동1가 효동2길 21-8,매매,1
전라북도 전주시 완산구 효자동1가 효동3길 17-5,월세,1
전라북도 전주시 완산구 효자동1가 효동3길 17-6,매매,2
전라북도 전주시 완산구 효자동2가 봉곡로 149,매매,2
전라북도 전주시 완산구 효자동2가 세내로 185,매매,1
전라북도 전주시 완산구 효자동2가 세내로 239,매매,2
전라북도 전주시 완산구 효자동2가 세내로 241,매매,2
전라북도 전주시 완산구 효자동2가 세내로 241,전세,1
전라북도 전주시 완산구 효자동2가 소태정로 1,매매,4
전라북도 전주시 완산구 효자동2가 소태정로 1,전세,3
전라북도 전주시 완산구 효자동2가 쑥고개로 398-11,매매,1
전라북도 전주시 완산구 효자동2가 용호로 20,월세,8
전라북도 전주시 완산구 효자동2가 우전1길 40,매매,2
전라북도 전주시 완산구 효자동2가 우전로 180,매매,4
전라북도 전주시 완산구 효자동2가 우전로 180,전세,1
전라북도 전주시 완산구 효자동2가 우전로 260,전세,2
전라북도 전주시 완산구 효자동2가 호암로 2,월세,7
전라북도 전주시 완산구 효자동2가 호암로 40,매매,2
전라북도 전주시 완산구 효자동2가 호암로 41,매매,6
전라북도 전주시 완산구 효자동2가 호암로 41,전세,1
전라북도 전주시 완산구 효자동2가 호암로 87,월세,24
전라북도 전주시 완산구 효자동2가 호암로 88,월세,3
전라북도 전주시 완산구 효자동2가 홍산1길 21,매매,5
전라북도 전주시 완산구 효자동2가 홍산1길 21,전세,3
전라북도 전주시 완산구 효자동2가 홍산1길 7,매매,6
전라북도 전주시 완산구 효자동2가 홍산1길 7,전세,1
전라북도 전주시 완산구 효자동2가 효천중앙로 11,매매,2
전라북도 전주시 완산구 효자동2가 효천중앙로 11,월세,1
전라북도 전주시 완산구 효자동2가 효천중앙로 11,전세,1
전라북도 전주시 완산구 효자동2가 효천중앙로 50,월세,1
전라북도 전주시 완산구 효자동3가 강변로 272,매매,1
전라북도 전주시 완산구 효자동3가 강변로 278,매매,1
전라북도 전주시 완산구 효자동3가 서곡로 11,매매,1
전라북도 전주시 완산구 효자동3가 서곡로 22,매매,2
전라북도 전주시 완산구 효자동3가 서곡로 34,월세,3
전라북도 전주시 완산구 효자동3가 서곡로 34,전세,5
전라북도 전주시 완산구 효자동3가 서곡로 8,매매,1
전라북도 전주시 완산구 효자동3가 서곡로 8,전세,5
전라북도 전주시 완산구 효자동3가 서원로 141,전세,1
전라북도 전주시 완산구 효자동3가 서원로 171-3,매매,3
전라북도 전주시 완산구 효자동3가 서원로 171-3,전세,1
전라북도 전주시 완산구 효자동3가 세내로 281,매매,1
전라북도 전주시 완산구 효자동3가 세내로 291,매매,4
전라북도 전주시 완산구 효자동3가 세내로 291,전세,2
전라북도 전주시 완산구 효자동3가 세내로 299,매매,2
전라북도 전주시 완산구 효자동3가 세내로 303,매매,2
전라북도 전주시 완산구 효자동3가 세내로 303,전세,1
전라북도 전주시 완산구 효자동3가 세내로 545,매매,1
전라북도 전주시 완산구 효자동3가 유연로 217,매매,4
전라북도 전주시 완산구 효자동3가 유연로 217,전세,3
전라북도 전주시 완산구 효자동3가 유연로 219,매매,3
전라북도 전주시 완산구 효자동3가 홍산4길 6,매매,1
전라북도 전주시 완산구 효자동3가 홍산4길 6,월세,1
전라북도 전주시 완산구 효자동3가 홍산로 262,월세,1
전라북도 전주시 완산구 효자동3가 홍산로 262,전세,1
전라북도 전주시 완산구 효자동3가 홍산로 270,전세,4
전라북도 전주시 완산구 효자동3가 홍산로 390,매매,5
전라북도 전주시 완산구 효자동3가 홍산북로 83,매매,6
전라북도 전주시 완산구 효자동3가 홍산북로 83,월세,1
전라북도 전주시 완산구 효자동3가 홍산북로 83,전세,3
전라북도 전주시 완산구 효자동3가 효자로 194,매매,2
전라북도 정읍시 공평동 충정로 531-3,매매,2
전라북도 정읍시 구룡동 말고개길 73-5,매매,1
전라북도 정읍시 구룡동 말고개길 73-5,전세,1
전라북도 정읍시 금붕동 금붕1길 190,월세,2
전라북도 정읍시 농소동 서부산업도로 409,월세,2
전라북도 정읍시 농소동 수성1로 7,매매,2
전라북도 정읍시 북면 화해리 정읍북로 631-26,매매,2
전라북도 정읍시 북면 화해리 정읍북로 631-26,월세,1
전라북도 정읍시 북면 화해리 정읍북로 631-26,전세,1
전라북도 정읍시 북면 화해리 정읍북로 631-4,매매,1
전라북도 정읍시 상동 금붕1길 1-1,매매,1
전라북도 정읍시 상동 상동중앙로 41,매매,1
전라북도 정읍시 상동 상동중앙로 62-16,매매,3
전라북도 정읍시 상동 상동중앙로 88,매매,1
전라북도 정읍시 상동 상동중앙로 88,월세,1
전라북도 정읍시 상동 상사3길 47,매매,2
전라북도 정읍시 상동 상사3길 7,매매,1
전라북도 정읍시 상동 상사3길 7,월세,1
전라북도 정읍시 상동 상신경2길 25-2,매매,1
전라북도 정읍시 상동 충정로 50-1,월세,1
전라북도 정읍시 상동 하신경5길 37,매매,1
전라북도 정읍시 상동 하신경9길 14-21,매매,3
전라북도 정읍시 상동 학산로 103-4,매매,1
전라북도 정읍시 상동 학산로 127-4,매매,1
전라북도 정읍시 상동 학산로 127-4,월세,1
전라북도 정읍시 상동 학산로 89-11,매매,4
전라북도 정읍시 상동 학산로 89-11,전세,1
전라북도 정읍시 상동 학산로 89-21,매매,1
전라북도 정읍시 상동 학산로 89-25,매매,2
전라북도 정읍시 상동 학산로 89-71,월세,2
전라북도 정읍시 상동 학산로 89-72,월세,5
전라북도 정읍시 상동 학산로 95,매매,5
전라북도 정읍시 상동 학산로 95,월세,1
전라북도 정읍시 상평동 서부산업도로 168-5,매매,1
전라북도 정읍시 상평동 용흥1길 7-11,매매,1
전라북도 정읍시 상평동 용흥1길 7-11,전세,1
전라북도 정읍시 수성동 샘골로 158,매매,6
전라북도 정읍시 수성동 샘골로 158,월세,1
전라북도 정읍시 수성동 수성2로 13-11,매매,1
전라북도 정읍시 수성동 수성3로 26,매매,5
전라북도 정읍시 수성동 수성3로 26,전세,1
전라북도 정읍시 수성동 수성3로 9,매매,2
전라북도 정읍시 수성동 수성3로 9,전세,1
전라북도 정읍시 수성동 수성택지2길 17,매매,8
전라북도 정읍시 수성동 수성택지2길 65,매매,3
전라북도 정읍시 수성동 수성택지2길 65,월세,2
전라북도 정읍시 시기동 남산5길 19-9,매매,1
전라북도 정읍시 시기동 대흥3길 21-13,매매,3
전라북도 정읍시 시기동 시기1길 22,매매,1
전라북도 정읍시 시기동 시기4길 42,전세,1
전라북도 정읍시 시기동 정읍남로 1327-9,매매,3
전라북도 정읍시 시기동 정읍남로 1400,매매,5
전라북도 정읍시 시기동 천변로 310,매매,1
전라북도 정읍시 시기동 천변로 350,매매,2
전라북도 정읍시 시기동 천변로 386,매매,1
전라북도 정읍시 시기동 천변로 394-16,매매,4
전라북도 정읍시 시기동 초산로 3-1,매매,1
전라북도 정읍시 신태인읍 신태인리 금화길 14-19,매매,1
전라북도 정읍시 신태인읍 신태인리 호남철로 32-13,월세,2
전라북도 정읍시 연지동 명덕로 16,매매,1
전라북도 정읍시 연지동 중앙로 55,매매,3
전라북도 정읍시 태인면 태창리 태용신길 29,매매,1
전라북도 진안군 진안읍 군상리 상역로 29-6,매매,1
전라북도 진안군 진안읍 군상리 진용로 63-12,매매,1
전라북도 진안군 진안읍 군상리 진장로 51-16,매매,1
전라북도 진안군 진안읍 군상리 진장로 52,매매,1
전라북도 진안군 진안읍 군하리 대광1길 4,매매,3
전라북도 진안군 진안읍 군하리 대광3길 25-11,매매,1
제주특별자치도 서귀포시 강정동 강정통물로83번길 17,전세,1
제주특별자치도 서귀포시 강정동 김정문화로27번길 13-3,전세,1
제주특별자치도 서귀포시 강정동 김정문화로27번길 9-2,월세,2
제주특별자치도 서귀포시 강정동 대청로 11,매매,1
제주특별자치도 서귀포시 강정동 대청로 11,월세,2
제주특별자치도 서귀포시 강정동 대청로 12,매매,2
제주특별자치도 서귀포시 강정동 대청로 12,월세,1
제주특별자치도 서귀포시 강정동 대청로 12,전세,1
제주특별자치도 서귀포시 강정동 대청로 34,매매,1
제주특별자치도 서귀포시 강정동 대청로25번길 9,월세,1
제주특별자치도 서귀포시 강정동 말질로161번길 10-1,전세,1
제주특별자치도 서귀포시 강정동 선반로 27,매매,1
제주특별자치도 서귀포시 강정동 선반로 27,전세,1
제주특별자치도 서귀포시 강정동 신서귀로51번길 32,전세,1
제주특별자치도 서귀포시 강정동 신서귀로97번길 87,매매,1
제주특별자치도 서귀포시 강정동 신서귀로97번길 87,전세,1
제주특별자치도 서귀포시 강정동 신서로 55,월세,1
제주특별자치도 서귀포시 강정동 신서로 85,월세,1
제주특별자치도 서귀포시 강정동 신서로 89,매매,1
제주특별자치도 서귀포시 강정동 신서로 89,전세,1
제주특별자치도 서귀포시 강정동 신중남로 1,월세,1
제주특별자치도 서귀포시 강정동 신중남로 1,전세,3
제주특별자치도 서귀포시 강정동 일주서로176번길 51,매매,2
제주특별자치도 서귀포시 남원읍 남원리 남원광지로 5,매매,3
제주특별자치도 서귀포시 남원읍 남원리 남원체육관로 326,전세,1
제주특별자치도 서귀포시 남원읍 남원리 남원체육관로 342,월세,1
제주특별자치도 서귀포시 남원읍 남원리 남원체육관로 342,전세,4
제주특별자치도 서귀포시 남원읍 남원리 태위로724번길 4,매매,1
제주특별자치도 서귀포시 남원읍 위미리 위미중앙로 260,매매,1
제주특별자치도 서귀포시 남원읍 위미리 위미항구로 85,매매,1
제주특별자치도 서귀포시 남원읍 위미리 태위로 54-7,전세,1
제주특별자치도 서귀포시 대정읍 구억리 에듀시티로 23,월세,1
제주특별자치도 서귀포시 대정읍 보성리 에듀시티로 102,전세,1
제주특별자치도 서귀포시 대정읍 보성리 에듀시티로 148,매매,1
제주특별자치도 서귀포시 대정읍 보성리 에듀시티로 148,월세,1
제주특별자치도 서귀포시 대정읍 보성리 에듀시티로 74,매매,2
제주특별자치도 서귀포시 대정읍 보성리 에듀시티로228번길 22,월세,1
제주특별자치도 서귀포시 대정읍 보성리 영어도시로 77-6,매매,1
제주특별자치도 서귀포시 대정읍 상모리 상모로269번길 33,매매,1
제주특별자치도 서귀포시 대정읍 상모리 일주서로 2512-20,월세,1
제주특별자치도 서귀포시 대정읍 하모리 신영로94번길 23,매매,1
제주특별자치도 서귀포시 대정읍 하모리 신영로94번길 23,전세,1
제주특별자치도 서귀포시 대정읍 하모리 최남단해안로109번길 70,매매,1
제주특별자치도 서귀포시 대정읍 하모리 최남단해안로125번길 53,매매,1
제주특별자치도 서귀포시 대정읍 하모리 최남단해안로125번길 53,월세,1
제주특별자치도 서귀포시 대정읍 하모리 하모중앙로 6,월세,20
제주특별자치도 서귀포시 대정읍 하모리 하모중앙로68번길 5,매매,2
제주특별자치도 서귀포시 대포동 대포동서로70번길 14,매매,1
제주특별자치도 서귀포시 대포동 대포동서로70번길 31,전세,1
제주특별자치도 서귀포시 대포동 대포로 32-5,월세,1
제주특별자치도 서귀포시 대포동 대포복개로 95,매매,2
제주특별자치도 서귀포시 대포동 대포연대로 61,월세,1
제주특별자치도 서귀포시 대포동 일주서로 566,매매,3
제주특별자치도 서귀포시 도순동 도순남로29번길 3,월세,1
제주특별자치도 서귀포시 동홍동 동홍로 212,월세,2
제주특별자치도 서귀포시 동홍동 동홍서로 83,매매,1
제주특별자치도 서귀포시 동홍동 동홍중앙로 10,매매,1
제주특별자치도 서귀포시 동홍동 동홍중앙로 30,매매,3
제주특별자치도 서귀포시 동홍동 동홍중앙로 30,월세,1
제주특별자치도 서귀포시 동홍동 동홍중앙로 61,매매,2
제주특별자치도 서귀포시 동홍동 동홍중앙로90번길 42,매매,1
제주특별자치도 서귀포시 동홍동 문부로 27-4,매매,1
제주특별자치도 서귀포시 동홍동 일주동로 8547,매매,1
제주특별자치도 서귀포시 동홍동 일주동로 8565,매매,2
제주특별자치도 서귀포시 동홍동 중산간동로 8002,전세,1
제주특별자치도 서귀포시 동홍동 중산간동로7920번길 2,매매,3
제주특별자치도 서귀포시 동홍동 중앙로 172,월세,1
제주특별자치도 서귀포시 동홍동 중앙로 198-9,월세,1
제주특별자치도 서귀포시 동홍동 중앙로110번길 8-3,매매,1
제주특별자치도 서귀포시 동홍동 태평로 505,전세,1
제주특별자치도 서귀포시 동홍동 태평로512번길 10,매매,1
제주특별자치도 서귀포시 법환동 김정문화로 66,매매,1
제주특별자치도 서귀포시 법환동 법환로 51,월세,1
제주특별자치도 서귀포시 법환동 법환로66번길 34,매매,4
제주특별자치도 서귀포시 보목동 보목로60번길 44,매매,1
제주특별자치도 서귀포시 색달동 색달로 63,전세,3
제주특별자치도 서귀포시 서귀동 서문서로55번길 19,월세,1
제주특별자치도 서귀포시 서귀동 중정로 123,매매,2
제주특별자치도 서귀포시 서호동 서호남로 91,전세,1
제주특별자치도 서귀포시 서호동 서호남로 92-16,매매,2
제주특별자치도 서귀포시 서호동 서호호근로 168-1,전세,1
제주특별자치도 서귀포시 서호동 중산간동로 8466,매매,2
제주특별자치도 서귀포시 서홍동 서홍로 163,매매,1
제주특별자치도 서귀포시 서홍동 서홍로178번길 45,매매,1
제주특별자치도 서귀포시 서홍동 서홍로178번길 45,전세,1
제주특별자치도 서귀포시 서홍동 솜반천로46번길 5,매매,1
제주특별자치도 서귀포시 서홍동 중산간동로 8064-2,전세,1
제주특별자치도 서귀포시 서홍동 중앙로 189,매매,1
제주특별자치도 서귀포시 서홍동 중앙로 225,매매,2
제주특별자치도 서귀포시 서홍동 태평로 280,매매,1
제주특별자치도 서귀포시 서홍동 하논로 29-16,월세,1
제주특별자치도 서귀포시 서홍동 홍중로 46,월세,1
제주특별자치도 서귀포시 서홍동 홍중로 49,매매,1
제주특별자치도 서귀포시 서홍동 홍중로 53-3,전세,1
제주특별자치도 서귀포시 서홍동 홍중로 87,매매,1
제주특별자치도 서귀포시 서홍동 홍중로 92,매매,2
제주특별자치도 서귀포시 서홍동 흙담솔로 18-4,전세,1
제주특별자치도 서귀포시 성산읍 고성리 서성일로 1186-6,매매,1
제주특별자치도 서귀포시 성산읍 고성리 서성일로 1213-10,매매,1
제주특별자치도 서귀포시 성산읍 성산리 성산등용로17번길 55,매매,1
제주특별자치도 서귀포시 신효동 남선동산로 43,전세,1
제주특별자치도 서귀포시 신효동 신효로 30,매매,1
제주특별자치도 서귀포시 신효동 신효중앙로 24,전세,1
제주특별자치도 서귀포시 신효동 효돈로 119,전세,1
제주특별자치도 서귀포시 신효동 효돈순환로 36,전세,1
제주특별자치도 서귀포시 안덕면 사계리 산방로 401,매매,1
제주특별자치도 서귀포시 안덕면 화순리 화순임중로7번길 12-11,매매,1
제주특별자치도 서귀포시 중문동 중문로 6-8,매매,1
제주특별자치도 서귀포시 중문동 중문로81번길 60,월세,1
제주특별자치도 서귀포시 중문동 중문로81번길 60,전세,2
제주특별자치도 서귀포시 중문동 중문상로 10,전세,2
제주특별자치도 서귀포시 중문동 중문상로 100-4,매매,1
제주특별자치도 서귀포시 중문동 중문상로 34,매매,1
제주특별자치도 서귀포시 중문동 중문상로82번길 15,월세,1
제주특별자치도 서귀포시 중문동 천제연로 198,월세,1
제주특별자치도 서귀포시 중문동 천제연로 198,전세,1
제주특별자치도 서귀포시 중문동 천제연로 239,매매,3
제주특별자치도 서귀포시 중문동 천제연로 239,전세,2
제주특별자치도 서귀포시 중문동 천제연로 273-22,전세,1
제주특별자치도 서귀포시 중문동 천제연로178번길 37,전세,1
제주특별자치도 서귀포시 중문동 천제연로207번길 7,전세,1
제주특별자치도 서귀포시 토평동 동홍로302번길 6,매매,1
제주특별자치도 서귀포시 토평동 칠십리로 310-6,월세,1
제주특별자치도 서귀포시 토평동 칠십리로 310-6,전세,2
제주특별자치도 서귀포시 토평동 토평로 66,전세,1
제주특별자치도 서귀포시 표선면 가시리 중산간동로 5124,전세,1
제주특별자치도 서귀포시 표선면 표선리 번영로3428번길 129,매매,1
제주특별자치도 서귀포시 표선면 표선리 번영로3428번길 129,전세,3
제주특별자치도 서귀포시 표선면 표선리 표선관정로 70-11,전세,1
제주특별자치도 서귀포시 표선면 표선리 표선동서로193번길 37,매매,1
제주특별자치도 서귀포시 표선면 표선리 표선동서로193번길 69,매매,1
제주특별자치도 서귀포시 표선면 표선리 표선동서로61번길 124,매매,1
제주특별자치도 서귀포시 표선면 표선리 표선중앙로43번길 22-2,매매,1
제주특별자치도 서귀포시 하효동 효돈순환로 272,전세,1
제주특별자치도 서귀포시 호근동 태평로120번길 20,매매,4
제주특별자치도 서귀포시 호근동 호근남로 25,전세,1
제주특별자치도 서귀포시 호근동 호근북로 10,전세,2
제주특별자치도 서귀포시 호근동 호근북로 37,매매,1
제주특별자치도 서귀포시 호근동 호근서호로 79,매매,1
제주특별자치도 서귀포시 호근동 호근서호로 93,매매,1
제주특별자치도 서귀포시 회수동 일주서로 664,전세,1
제주특별자치도 제주시 건입동 동대3길 26,매매,1
제주특별자치도 제주시 건입동 동문로21길 12,매매,1
제주특별자치도 제주시 건입동 사라봉7길 11,매매,1
제주특별자치도 제주시 건입동 중앙로2길 1,전세,1
제주특별자치도 제주시 건입동 천수동로 29,매매,1
제주특별자치도 제주시 구좌읍 김녕리 김녕로21길 5-5,매매,1
제주특별자치도 제주시 구좌읍 세화리 세화4길 19,전세,2
제주특별자치도 제주시 구좌읍 세화리 일주동로 3171,월세,1
제주특별자치도 제주시 내도동 대통길 80,매매,1
제주특별자치도 제주시 내도동 대통길 96-1,매매,1
제주특별자치도 제주시 노형동 과원로 11,매매,3
제주특별자치도 제주시 노형동 과원로 11,전세,1
제주특별자치도 제주시 노형동 과원로 27,매매,1
제주특별자치도 제주시 노형동 과원로 27,전세,1
제주특별자치도 제주시 노형동 과원북2길 12,전세,1
제주특별자치도 제주시 노형동 광평동로 66,전세,1
제주특별자치도 제주시 노형동 다랑곶2길 20,월세,1
제주특별자치도 제주시 노형동 다랑곶2길 51,매매,1
제주특별자치도 제주시 노형동 다랑곶길 29,매매,1
제주특별자치도 제주시 노형동 수덕5길 13,전세,2
제주특별자치도 제주시 노형동 수덕5길 71-4,매매,1
제주특별자치도 제주시 노형동 수덕7길 41,월세,1
제주특별자치도 제주시 노형동 수덕7길 9,매매,1
제주특별자치도 제주시 노형동 수덕7길 9,전세,1
제주특별자치도 제주시 노형동 수덕로 44,매매,4
제주특별자치도 제주시 노형동 수덕로 44,월세,1
제주특별자치도 제주시 노형동 수덕로 78,매매,2
제주특별자치도 제주시 노형동 연북로 12,전세,2
제주특별자치도 제주시 노형동 연북로 21,전세,1
제주특별자치도 제주시 노형동 연북로 41,매매,1
제주특별자치도 제주시 노형동 연북로 45,매매,1
제주특별자치도 제주시 노형동 연화로 16,매매,3
제주특별자치도 제주시 노형동 연화로 16,월세,1
제주특별자치도 제주시 노형동 연화로 16,전세,1
제주특별자치도 제주시 노형동 오도9길 84-38,매매,1
제주특별자치도 제주시 노형동 원노형10길 28,매매,4
제주특별자치도 제주시 노형동 원노형2길 33-3,전세,2
제주특별자치도 제주시 노형동 원노형5길 8,매매,1
제주특별자치도 제주시 노형동 원노형남1길 11,월세,1
제주특별자치도 제주시 노형동 원노형남1길 45-5,전세,1
제주특별자치도 제주시 노형동 원노형로 102,매매,2
제주특별자치도 제주시 노형동 원노형로 35,전세,1
제주특별자치도 제주시 노형동 원노형로 93,매매,1
제주특별자치도 제주시 노형동 원노형로 93,월세,1
제주특별자치도 제주시 노형동 월광로 140,매매,7
제주특별자치도 제주시 노형동 월랑북길 44-4,매매,1
제주특별자치도 제주시 노형동 월산남길 43,매매,1
제주특별자치도 제주시 노형동 월산남길 59,매매,1
제주특별자치도 제주시 노형동 월산남길 70,전세,1
제주특별자치도 제주시 노형동 정존11길 30,매매,1
제주특별자치도 제주시 노형동 정존11길 54,월세,3
제주특별자치도 제주시 노형동 정존11길 68,월세,1
제주특별자치도 제주시 노형동 정존13길 11,매매,1
제주특별자치도 제주시 노형동 정존5길 39,매매,1
제주특별자치도 제주시 노형동 진군남2길 19,매매,1
제주특별자치도 제주시 노형동 진군남4길 7-16,매매,1
제주특별자치도 제주시 노형동 한라대학로 107,매매,1
제주특별자치도 제주시 노형동 한라대학로 107,전세,1
제주특별자치도 제주시 도남동 도남로10길 1-5,매매,1
제주특별자치도 제주시 도남동 도남로10길 37,월세,1
제주특별자치도 제주시 도남동 도남로12길 13-3,매매,1
제주특별자치도 제주시 도남동 도남로4길 6-1,매매,1
제주특별자치도 제주시 도남동 도남서길 14,매매,1
제주특별자치도 제주시 도남동 독짓골4길 11,매매,2
제주특별자치도 제주시 도남동 서광로22길 32,전세,1
제주특별자치도 제주시 도두이동 신성마을1길 62,매매,1
제주특별자치도 제주시 도두일동 도두항서5길 10,전세,1
제주특별자치도 제주시 도두일동 도두항서길 41,매매,1
제주특별자치도 제주시 도두일동 도두항서길 41,월세,1
제주특별자치도 제주시 도두일동 도두항서길 41,전세,1
제주특별자치도 제주시 도두일동 서해안로 146,매매,1
제주특별자치도 제주시 도련이동 화삼로 110,월세,6
제주특별자치도 제주시 도련일동 건주로4길 6-4,월세,1
제주특별자치도 제주시 도련일동 도련2길 14,월세,10
제주특별자치도 제주시 도련일동 매촌2길 71,전세,1
제주특별자치도 제주시 도련일동 화삼로 107,월세,2
제주특별자치도 제주시 도련일동 화삼로 107,전세,2
제주특별자치도 제주시 도련일동 화삼북로 90,월세,1
제주특별자치도 제주시 도평동 우평로 62,전세,2
제주특별자치도 제주시 도평동 우평로 64,매매,1
제주특별자치도 제주시 봉개동 번영로 386,매매,2
제주특별자치도 제주시 봉개동 중산간동로 14,전세,1
제주특별자치도 제주시 삼도이동 무근성길 18,월세,1
제주특별자치도 제주시 삼도이동 서사로 73,매매,1
제주특별자치도 제주시 삼도이동 전농로9길 27,매매,1
제주특별자치도 제주시 삼도이동 중앙로12길 34,매매,1
제주특별자치도 제주시 삼도이동 탑동로13길 28,전세,1
제주특별자치도 제주시 삼도일동 도남로 4,전세,2
제주특별자치도 제주시 삼도일동 서광로 196,매매,1
제주특별자치도 제주시 삼도일동 서광로 204,매매,1
제주특별자치도 제주시 삼도일동 전농로 68,매매,1
제주특별자치도 제주시 삼도일동 충효길 45,매매,1
제주특별자치도 제주시 삼도일동 평전4길 21,매매,1
제주특별자치도 제주시 삼양이동 설촌로2길 30,전세,1
제주특별자치도 제주시 삼양이동 설촌로6길 6,전세,1
제주특별자치도 제주시 삼양이동 지석2길 3,매매,1
제주특별자치도 제주시 삼양이동 지석8길 16,월세,1
제주특별자치도 제주시 삼양이동 화삼로 166,월세,3
제주특별자치도 제주시 삼양이동 화삼로 166,전세,7
제주특별자치도 제주시 삼양이동 화삼로 167,월세,2
제주특별자치도 제주시 삼양이동 화삼로 167,전세,7
제주특별자치도 제주시 삼양이동 화삼북로 87,월세,6
제주특별자치도 제주시 삼양일동 원당로 17-1,매매,1
제주특별자치도 제주시 삼양일동 일주동로 449,매매,1
제주특별자치도 제주시 삼양일동 일주동로 449,월세,1
제주특별자치도 제주시 아라이동 간월동로 72-14,매매,1
제주특별자치도 제주시 아라이동 금월길 27,매매,7
제주특별자치도 제주시 아라이동 금월길 35,매매,1
제주특별자치도 제주시 아라이동 금월길 97,전세,1
제주특별자치도 제주시 아라이동 금천길 5-1,매매,1
제주특별자치도 제주시 아라이동 기자길 58,매매,1
제주특별자치도 제주시 아라이동 월두2길 54,매매,1
제주특별자치도 제주시 아라일동 구남로6길 54-2,매매,1
제주특별자치도 제주시 아라일동 구산동길 6,매매,1
제주특별자치도 제주시 아라일동 구산로4길 35-1,매매,1
제주특별자치도 제주시 아라일동 아란11길 9-7,월세,1
제주특별자치도 제주시 아라일동 아란11길 9-7,전세,1
제주특별자치도 제주시 아라일동 아란14길 9,전세,1
제주특별자치도 제주시 아라일동 아란9길 22,매매,2
제주특별자치도 제주시 아라일동 인다12길 47,월세,1
제주특별자치도 제주시 아라일동 인다15길 5-11,전세,1
제주특별자치도 제주시 아라일동 인다1길 20,매매,1
제주특별자치도 제주시 아라일동 중앙로 578,매매,1
제주특별자치도 제주시 애월읍 고내리 고내3길 6,월세,1
제주특별자치도 제주시 애월읍 고내리 고내동길 19,전세,1
제주특별자치도 제주시 애월읍 고내리 애월해안로 384-26,매매,1
제주특별자치도 제주시 애월읍 광령리 중산간서로 6703-11,매매,1
제주특별자치도 제주시 애월읍 상귀리 항몽로 95,월세,1
제주특별자치도 제주시 애월읍 소길리 장소로 246,매매,1
제주특별자치도 제주시 애월읍 수산리 하소로 180,매매,1
제주특별자치도 제주시 애월읍 신엄리 애월해안로 516-5,매매,1
제주특별자치도 제주시 애월읍 신엄리 애월해안로 554-16,매매,1
제주특별자치도 제주시 애월읍 애월리 애원로 11,전세,1
제주특별자치도 제주시 애월읍 애월리 애월로19길 4,전세,1
제주특별자치도 제주시 애월읍 하가리 고하상로 115,월세,1
제주특별자치도 제주시 애월읍 하귀1리 일주서로 7087,매매,1
제주특별자치도 제주시 애월읍 하귀1리 하광로 222-16,전세,3
제주특별자치도 제주시 애월읍 하귀1리 하광로 8,전세,2
제주특별자치도 제주시 애월읍 하귀1리 하귀9길 45,매매,2
제주특별자치도 제주시 애월읍 하귀1리 하귀9길 71,월세,1
제주특별자치도 제주시 애월읍 하귀2리 번대동길 8,전세,1
제주특별자치도 제주시 애월읍 하귀2리 하귀로21길 6-1,매매,1
제주특별자치도 제주시 애월읍 하귀2리 항몽로 7,전세,1
제주특별자치도 제주시 연동 국기로 14,전세,1
제주특별자치도 제주시 연동 귀아랑1길 7,매매,1
제주특별자치도 제주시 연동 남녕로4길 12,매매,1
제주특별자치도 제주시 연동 도령로 103,월세,1
제주특별자치도 제주시 연동 도령로 128,전세,1
제주특별자치도 제주시 연동 문송1길 20,전세,1
제주특별자치도 제주시 연동 삼무로 19,전세,1
제주특별자치도 제주시 연동 삼무로11길 9,전세,9
제주특별자치도 제주시 연동 삼무로1길 10-8,월세,1
제주특별자치도 제주시 연동 삼무로3길 41,전세,1
제주특별자치도 제주시 연동 선덕로8길 11,매매,1
제주특별자치도 제주시 연동 성신북길 20,매매,1
제주특별자치도 제주시 연동 신광로6길 13,매매,1
제주특별자치도 제주시 연동 신광로8길 7,매매,1
제주특별자치도 제주시 연동 신대로10길 37-2,매매,1
제주특별자치도 제주시 연동 신대로13길 26-1,매매,1
제주특별자치도 제주시 연동 신대로18길 21,매매,1
제주특별자치도 제주시 연동 신대로18길 28,전세,1
제주특별자치도 제주시 연동 신대로19길 36,매매,1
제주특별자치도 제주시 연동 신대로22길 40,매매,1
제주특별자치도 제주시 연동 연동4길 16-2,매매,1
제주특별자치도 제주시 연동 연동4길 25,매매,1
제주특별자치도 제주시 연동 연동4길 36,월세,1
제주특별자치도 제주시 연동 연동4길 6-12,매매,1
제주특별자치도 제주시 연동 연동8길 28,전세,2
제주특별자치도 제주시 연동 연화로 25,전세,1
제주특별자치도 제주시 연동 은수길 85,전세,1
제주특별자치도 제주시 연동 일주서로 7898,월세,1
제주특별자치도 제주시 영평동 기와4길 22,전세,1
제주특별자치도 제주시 영평동 연신로 190,전세,1
제주특별자치도 제주시 영평동 영평길 218,월세,1
제주특별자치도 제주시 오등동 아연로 408,매매,1
제주특별자치도 제주시 오등동 오등4길 10-7,매매,1
제주특별자치도 제주시 오등동 오등9길 36,매매,2
제주특별자치도 제주시 오등동 오등봉길 78,매매,1
제주특별자치도 제주시 오등동 오등봉길 91,매매,1
제주특별자치도 제주시 오라삼동 동성길 66,매매,1
