address,trans,comforts,education,medical,eatery,culture
대전광역시 중구 대흥동 대흥로 176-15,2,66,190,136,1453,45
대전광역시 중구 대흥동 보문로162번길 23,1,52,109,80,929,36
대전광역시 중구 목동 동서대로 1388,1,60,237,93,726,13
대전광역시 중구 목동 목동로22번길 16,1,44,209,86,549,13
대전광역시 중구 목동 목동로 37,1,36,192,81,489,11
대전광역시 중구 목동 목동로 70,1,28,160,66,406,7
대전광역시 중구 목동 선화로43번길 29,3,77,283,161,1198,27
대전광역시 중구 문창동 문창로102번길 38,2,59,130,123,1212,40
대전광역시 중구 문창동 대종로334번길 40,0,38,91,58,474,11
대전광역시 중구 문화동 천근로69번길 114,0,34,136,69,440,13
대전광역시 중구 문화동 계룡로920번안길 56,2,46,181,128,714,18
대전광역시 중구 문화동 계룡로920번안길 60,2,47,181,132,710,22
대전광역시 중구 문화동 계룡로920번안길 59,2,49,179,128,710,18
대전광역시 중구 문화동 송리로 6,0,14,84,21,231,6
대전광역시 중구 문화동 보문산로 165,0,13,83,21,232,5
대전광역시 중구 문화동 서문로43번길 39,0,28,129,62,365,11
대전광역시 중구 문화동 계백로1716번길 40,1,54,183,130,711,15
대전광역시 중구 문화동 계백로1716번길 39,2,54,178,130,720,16
대전광역시 중구 문화동 보문산로161번길 56,0,18,97,29,302,7
대전광역시 중구 문화동 서문로 119,1,53,231,147,926,15
대전광역시 중구 문화동 중앙로 28,2,60,216,134,1089,32
대전광역시 중구 문화동 서문로 95,1,47,163,133,780,12
대전광역시 중구 문화동 서문로 96,1,46,161,119,651,13
대전광역시 중구 문화동 계백로1716번길 87,1,45,166,120,656,14
대전광역시 중구 문화동 산성로 108-24,0,21,104,24,305,9
대전광역시 중구 문화동 산성로 108-23,0,20,108,26,317,10
대전광역시 중구 문화동 문화로163번길 26,0,45,191,103,762,13
대전광역시 중구 문화동 계룡로 923,2,50,186,131,845,30
대전광역시 중구 문화동 계룡로 922,2,48,178,131,741,25
대전광역시 중구 문화동 서문로 32,0,21,84,32,199,6
대전광역시 중구 문화동 계룡로904번길 127,1,55,213,144,857,17
대전광역시 중구 문화동 계백로1686번길 16,1,56,216,145,863,17
대전광역시 중구 문화동 서문로43번길 37,0,30,131,62,407,12
대전광역시 중구 문화동 계백로1686번길 51,1,54,209,145,832,16
대전광역시 중구 부사동 대종로315번길 25,0,27,62,48,408,10
대전광역시 중구 부사동 보문로109번길 31-18,0,19,45,38,350,10
대전광역시 중구 부사동 보문로109번길 31-10,0,20,47,38,361,10
대전광역시 중구 부사동 부용로 55,0,16,36,27,247,4
대전광역시 중구 부사동 대종로316번길 19,0,33,72,58,460,12
대전광역시 중구 부사동 부용로 15,0,19,50,43,377,8
대전광역시 중구 사정동 안영로 53,0,18,84,8,277,1
대전광역시 중구 사정동 안영로 55,0,18,85,10,278,2
대전광역시 중구 사정동 안영로 57,0,18,85,10,279,2
대전광역시 중구 사정동 대둔산로323번길 55-12,0,20,93,21,315,2
대전광역시 중구 사정동 대둔산로323번길 55-16,0,20,93,23,316,2
대전광역시 중구 사정동 대둔산로326번길 20,0,21,100,30,351,3
대전광역시 중구 사정동 대둔산로326번길 23,0,21,101,30,360,3
대전광역시 중구 사정동 대둔산로350번길 6,0,19,102,30,360,3
대전광역시 중구 사정동 안영로 68,0,20,86,10,279,2
대전광역시 중구 사정동 대둔산로323번길 47-10,0,20,95,26,319,3
대전광역시 중구 사정동 대둔산로323번길 47-16,0,20,96,26,319,3
대전광역시 중구 산성동 보문산로141번길 8,0,16,90,39,298,6
대전광역시 중구 산성동 보문산로141번길 11,0,17,89,43,325,7
대전광역시 중구 산성동 대둔산로 450,0,20,101,84,426,6
대전광역시 중구 산성동 가재울로 15,0,17,96,36,278,6
대전광역시 중구 산성동 당디로 89,0,32,179,90,644,8
대전광역시 중구 산성동 대둔산로420번길 10,0,20,100,63,330,4
대전광역시 중구 산성동 보문산로41번길 22,0,21,140,69,349,5
대전광역시 중구 산성동 당디로 45,0,22,101,51,433,9
대전광역시 중구 산성동 유등천동로 218,0,24,142,37,406,3
대전광역시 중구 산성동 보문산로41번길 23,0,20,141,72,360,5
대전광역시 중구 산성동 산성로57번길 111,0,20,98,44,338,5
대전광역시 중구 산성동 보문산로 31,0,21,144,90,400,5
대전광역시 중구 산성동 보문산로 121,0,19,101,41,337,7
대전광역시 중구 석교동 돌다리로30번길 5,0,11,42,45,234,3
대전광역시 중구 석교동 돌다리로 41-32,0,10,36,22,157,3
대전광역시 중구 선화동 우암로 18,1,63,230,100,1371,28
대전광역시 중구 선화동 대종로565번길 20,2,62,249,113,1356,32
대전광역시 중구 선화동 선화서로 40,3,76,280,149,1514,39
대전광역시 중구 선화동 대종로517번길 61,2,74,256,116,1529,45
대전광역시 중구 선화동 대종로 583,1,57,239,102,1051,22
대전광역시 중구 선화동 중앙로121번길 21,3,74,243,135,1572,43
대전광역시 중구 선화동 동서대로1440번길 22,0,46,213,75,696,13
대전광역시 중구 선화동 동서대로1456번길 21,0,44,196,77,701,12
대전광역시 중구 선화동 동서대로1440번길 41,0,48,230,86,765,14
대전광역시 중구 선화동 중앙로 45,2,67,255,142,1266,37
대전광역시 중구 선화동 동서대로1440번길 5,0,44,207,75,672,12
대전광역시 중구 선화동 대종로 541,3,71,233,128,1562,43
대전광역시 중구 선화동 대종로 544,3,68,229,121,1545,44
대전광역시 중구 선화동 보문로 341,2,61,254,106,1211,28
대전광역시 중구 선화동 대종로 605,0,47,216,76,728,13
대전광역시 중구 안영동 대둔산로255번길 9,0,16,78,8,274,2
대전광역시 중구 안영동 대둔산로255번길 15,0,16,78,8,275,1
대전광역시 중구 오류동 오류로 16,2,52,245,159,964,20
대전광역시 중구 오류동 오류로 92,1,46,248,114,780,12
대전광역시 중구 오류동 계룡로 852,2,55,263,128,907,17
대전광역시 중구 오류동 오류로 20,2,54,246,157,964,20
대전광역시 중구 오류동 오류로 31,2,54,264,157,990,18
대전광역시 중구 오류동 계백로1685번길 45,2,54,248,154,970,20
대전광역시 중구 오류동 계백로 1725-22,3,57,188,132,784,18
대전광역시 중구 옥계동 대종로 66,0,20,82,45,342,3
대전광역시 중구 옥계동 학고개로57번길 81,0,10,45,5,119,0
대전광역시 중구 옥계동 대전천서로 35,0,21,89,47,358,3
대전광역시 중구 옥계동 학고개로57번길 82,0,10,47,6,130,1
대전광역시 중구 용두동 어덕마을로 9,2,37,186,92,541,10
대전광역시 중구 용두동 동서대로 1347,2,56,250,133,826,12
대전광역시 중구 용두동 중앙로 23-17,2,63,216,142,1144,34
대전광역시 중구 용두동 선화로22번길 25,2,65,222,145,1190,33
대전광역시 중구 용두동 동서대로1340번길 15,2,59,243,145,890,16
대전광역시 중구 용두동 동서대로1340번길 46,3,61,256,144,965,18
대전광역시 중구 용두동 계룡로737번길 27,2,35,176,90,521,9
대전광역시 중구 유천동 당디로 111,0,29,184,83,632,8
대전광역시 중구 유천동 계백로 1643,1,49,277,163,1034,19
대전광역시 중구 유천동 유천로38번길 29,0,45,248,98,866,11
대전광역시 중구 유천동 계백로1615번길 12,0,49,269,137,1006,16
대전광역시 중구 유천동 수침로 35,1,55,279,159,1068,17
대전광역시 중구 유천동 수침로 41,1,56,277,148,1047,14
대전광역시 중구 유천동 유천로33번길 106,0,32,204,64,652,7
대전광역시 중구 유천동 계백로1584번길 18,0,42,244,92,738,8
대전광역시 중구 유천동 대둔산로 512,0,27,173,93,633,8
대전광역시 중구 유천동 대둔산로 503,0,25,161,101,614,9
대전광역시 중구 유천동 태평로44번길 53,0,40,225,95,761,10
대전광역시 중구 유천동 계백로1615번길 34,0,53,282,149,1039,16
대전광역시 중구 유천동 태평로44번길 27,0,37,223,88,750,10
대전광역시 중구 중촌동 중촌로 31,0,31,151,72,417,6
대전광역시 중구 중촌동 대종로 713,0,22,131,57,335,4
대전광역시 중구 중촌동 목중로 76,0,27,143,62,354,5
대전광역시 중구 중촌동 대종로 701,0,23,135,65,365,6
대전광역시 중구 중촌동 목중로54번길 29-3,0,30,145,65,378,5
대전광역시 중구 중촌동 목중로54번길 10,0,35,148,67,404,6
대전광역시 중구 중촌동 목중로 69,0,29,147,63,372,6
대전광역시 중구 중촌동 목중로26번길 29,0,35,155,69,446,8
대전광역시 중구 태평동 유천로 136,1,38,246,100,769,8
대전광역시 중구 태평동 태평로 15,0,33,221,81,694,8
대전광역시 중구 태평동 태평로 35,0,34,211,81,723,9
대전광역시 중구 태평동 태평로 80,0,35,245,91,749,8
대전광역시 중구 태평동 태평로 77,0,29,244,84,700,7
대전광역시 중구 태평동 태평로 65,0,33,232,84,714,9
대전광역시 중구 태평동 태평로 55,0,37,223,86,725,9
대전광역시 중구 태평동 태평로 89,0,36,246,87,709,9
대전광역시 중구 태평동 평촌로 19,0,30,213,80,745,8
대전광역시 중구 태평동 수침로 42,2,56,263,152,1046,16
대전광역시 중구 태평동 평촌로 93,1,50,257,122,893,11
대전광역시 중구 태평동 수침로 138,2,39,178,82,562,8
대전광역시 중구 태평동 평촌로 111,1,52,265,132,964,12
대전광역시 중구 태평동 유등천동로 428,0,29,206,86,749,10
대전광역시 중구 태평동 수침로 122,1,36,207,68,542,11
대전광역시 중구 태평동 동서대로1185번길 21,0,33,232,70,654,8
대전광역시 중구 호동 모암로18번길 55,0,15,78,54,348,4
대전광역시 중구 호동 대종로199번길 41,0,11,44,19,223,3
대전광역시 대덕구 중리동 한밭대로 1158,0,58,138,50,884,9
대전광역시 서구 도안동 도안북로 97,0,24,93,17,345,3
대전광역시 서구 변동 도마로63번길 11,0,32,110,46,560,4
대전광역시 서구 변동 도마로63번길 38,0,31,125,46,551,6
대전광역시 유성구 관평동 테크노4로 98-8,0,34,193,68,672,4
대전광역시 유성구 궁동 대학로75번길 12-8,1,102,104,113,1646,15
대전광역시 유성구 궁동 대학로76번길 29,1,97,101,100,1524,16
대전광역시 유성구 궁동 대학로75번길 12-16,1,103,103,111,1638,16
대전광역시 유성구 노은동 왕가봉로2번길 27-2,2,20,66,14,186,4
대전광역시 유성구 문지동 문지로299번길 12,0,12,120,26,348,5
대전광역시 유성구 문지동 문지로299번길 66,0,12,115,26,347,5
대전광역시 유성구 봉명동 온천북로33번길 22-25,2,92,106,88,1467,18
대전광역시 유성구 봉명동 온천북로33번길 21-9,2,100,94,109,1609,16
대전광역시 유성구 용계동 동서대로656번길 62,0,22,78,16,298,3
대전광역시 유성구 용계동 도안북로 54-64,0,22,78,16,295,3
대전광역시 유성구 전민동 전민로38번길 56,0,14,126,26,387,5
대전광역시 유성구 지족동 지족로364번길 83,1,22,143,40,355,6
대전광역시 대덕구 대화동 대오길 56,0,22,49,33,319,7
대전광역시 대덕구 대화동 대화10길 111,0,11,47,27,213,4
대전광역시 대덕구 대화동 대화2길 15,0,10,38,21,183,5
대전광역시 대덕구 대화동 대오길 54,0,22,49,33,321,8
대전광역시 대덕구 덕암동 덕암북로72번길 22,0,30,94,56,463,3
대전광역시 대덕구 덕암동 덕암로125번안길 32,0,11,24,7,111,2
대전광역시 대덕구 덕암동 덕암북로72번길 90,0,19,61,19,231,3
대전광역시 대덕구 덕암동 덕암로147번길 11,0,11,25,7,110,2
대전광역시 대덕구 덕암동 덕암로203번길 39,0,16,42,13,194,2
대전광역시 대덕구 덕암동 덕암로153번길 34,0,12,26,7,117,2
대전광역시 대덕구 덕암동 덕암로222번길 28,0,18,59,15,224,3
대전광역시 대덕구 덕암동 덕암로173번길 7,0,12,37,13,144,2
대전광역시 대덕구 덕암동 덕암북로22번길 146,0,21,74,21,258,3
대전광역시 대덕구 덕암동 덕암로 145,0,12,25,7,110,2
대전광역시 대덕구 덕암동 덕암로 143,0,12,25,7,111,2
대전광역시 대덕구 덕암동 덕암로125번길 30-14,0,9,21,7,107,1
대전광역시 대덕구 덕암동 덕암북로96번길 1,0,30,78,54,453,4
대전광역시 대덕구 덕암동 덕암로137번길 31,0,11,24,7,111,2
대전광역시 대덕구 덕암동 덕암북로10번길 39,0,31,107,61,487,5
대전광역시 대덕구 덕암동 덕암북로4번길 71,0,31,110,55,444,5
대전광역시 대덕구 덕암동 덕암로195번길 41,0,16,41,13,193,2
대전광역시 대덕구 덕암동 덕암북로10번길 8,0,29,103,61,470,4
대전광역시 대덕구 덕암동 덕암로221번길 49,0,20,62,15,229,3
대전광역시 대덕구 덕암동 신탄진로681번길 40-14,0,18,58,15,216,3
대전광역시 대덕구 덕암동 덕암로125번안길 14,0,9,21,7,107,1
대전광역시 대덕구 덕암동 덕암로181번길 34,0,14,40,13,169,2
대전광역시 대덕구 덕암동 덕암북로10번길 15,0,30,107,64,483,5
대전광역시 대덕구 덕암동 덕암북로72번길 49,0,29,86,46,378,3
대전광역시 대덕구 목상동 대덕대로1520번길 56,0,27,92,28,289,4
대전광역시 대덕구 목상동 대덕대로1504번길 25,0,24,87,26,254,5
대전광역시 대덕구 비래동 우암로 484,0,22,170,31,407,6
대전광역시 대덕구 비래동 비래동로24번길 51,0,34,108,39,444,6
대전광역시 대덕구 비래동 비래동로31번길 18,0,28,168,37,459,8
대전광역시 대덕구 비래동 비래동로32번길 40,0,34,108,39,447,5
대전광역시 대덕구 비래동 비래동로23번길 9,0,39,160,40,511,6
대전광역시 대덕구 비래동 비래동로40번길 57,0,28,101,37,400,4
대전광역시 대덕구 비래동 동서대로1748번길 41,0,68,136,88,902,12
대전광역시 대덕구 비래동 비래동로7번길 63,0,48,181,48,687,10
대전광역시 대덕구 비래동 비래서로9번길 51,0,37,186,38,564,7
대전광역시 대덕구 비래동 비래서로9번길 47,0,39,186,38,564,7
대전광역시 대덕구 비래동 비래동로24번길 33,0,35,112,39,457,5
대전광역시 대덕구 비래동 비래동로24번길 54,0,35,108,39,434,6
대전광역시 대덕구 비래동 우암로492번길 64,0,17,144,31,333,5
대전광역시 대덕구 비래동 우암로412번길 95,0,20,142,29,335,4
대전광역시 대덕구 비래동 동서대로1778번길 2,0,64,135,71,834,11
대전광역시 대덕구 비래동 비래서로25번길 23,0,43,173,42,556,8
대전광역시 대덕구 비래동 우암동로15번길 15,0,20,166,30,362,5
대전광역시 대덕구 비래동 비래동로23번길 10,0,37,162,39,510,6
대전광역시 대덕구 비래동 우암로 440-1,0,19,105,30,335,4
대전광역시 대덕구 비래동 우암로 438-1,0,19,103,30,340,4
대전광역시 대덕구 비래동 비래동로24번길 22,0,36,119,39,475,5
대전광역시 대덕구 비래동 비래동로15번길 47,0,45,181,41,569,8
대전광역시 대덕구 비래동 비래동로32번길 74,0,31,103,38,410,5
대전광역시 대덕구 비래동 우암로412번길 122,0,18,138,30,329,3
대전광역시 대덕구 비래동 우암로412번길 103-3,0,19,147,30,335,3
대전광역시 대덕구 비래동 우암로412번길 116,0,18,141,30,330,3
대전광역시 대덕구 비래동 비래동로39번길 6,0,27,164,37,439,6
대전광역시 대덕구 비래동 비래동로31번길 21,0,31,171,38,476,8
대전광역시 대덕구 비래동 비래동로39번길 43,0,29,177,36,434,6
대전광역시 대덕구 상서동 덕암로136번길 13-1,0,11,23,7,108,2
대전광역시 대덕구 석봉동 석봉북로9번길 11,0,29,98,58,461,3
대전광역시 대덕구 석봉동 석봉로44번길 32,0,31,99,61,472,4
대전광역시 대덕구 석봉동 석봉로58번길 74,0,31,92,61,478,4
대전광역시 대덕구 송촌동 동춘당로15번길 25,0,34,211,53,673,7
대전광역시 대덕구 송촌동 동춘당로15번길 27,0,34,207,53,676,7
대전광역시 대덕구 송촌동 송촌로 22,0,54,189,57,940,12
대전광역시 대덕구 송촌동 송촌로25번길 19-1,0,61,175,59,983,11
대전광역시 대덕구 송촌동 동춘당로31번길 125-5,0,53,181,54,934,12
대전광역시 대덕구 송촌동 동춘당로31번길 125-3,0,56,182,52,937,11
대전광역시 대덕구 송촌동 송촌남로37번길 7,0,60,155,72,863,12
대전광역시 대덕구 송촌동 동춘당로23번길 56-11,0,48,220,57,791,7
대전광역시 대덕구 송촌동 송촌남로45번길 8,0,61,175,59,947,11
대전광역시 대덕구 송촌동 동춘당로 12-1,0,31,198,53,624,7
대전광역시 대덕구 신탄진동 신탄진동로36번길 50,0,26,70,54,417,3
대전광역시 대덕구 신탄진동 신탄진로804번길 17,0,28,93,59,438,2
대전광역시 대덕구 신탄진동 신탄진동로 68,0,16,39,39,319,2
대전광역시 대덕구 신탄진동 신탄진로804번길 70,0,23,66,51,380,2
대전광역시 대덕구 신탄진동 대덕대로1627번길 72,0,24,82,51,370,2
대전광역시 대덕구 신탄진동 신탄진동로8번길 30,0,30,88,60,470,3
대전광역시 대덕구 신탄진동 신탄진로839번길 50,0,24,80,51,354,2
대전광역시 대덕구 신탄진동 신탄진로804번길 84,0,22,54,51,371,2
대전광역시 대덕구 신탄진동 신탄진로756번길 17,0,30,87,63,473,4
대전광역시 대덕구 신탄진동 신탄진로796번길 46,0,26,82,59,428,2
대전광역시 대덕구 신탄진동 신탄진로762번길 92,0,22,58,47,393,3
대전광역시 대덕구 오정동 홍도로73번길 55-6,0,70,108,69,860,11
대전광역시 대덕구 오정동 대전로1066번길 42,0,36,62,24,448,10
대전광역시 대덕구 오정동 대전로1066번길 26,0,33,57,23,428,9
대전광역시 대덕구 오정동 한남로155번길 18,0,17,61,25,317,7
대전광역시 대덕구 오정동 홍도로73번길 55-7,0,69,107,69,860,11
대전광역시 대덕구 오정동 한밭대로1003번길 39,0,10,40,21,180,6
대전광역시 대덕구 오정동 홍도로73번길 48,0,74,112,85,952,12
대전광역시 대덕구 오정동 홍도로73번길 55-10,0,69,109,68,847,11
대전광역시 대덕구 오정동 홍도로73번길 50,0,75,112,77,932,12
대전광역시 대덕구 오정동 오정로38번안길 22,0,22,45,23,295,8
대전광역시 대덕구 오정동 한남로138번길 55,0,16,38,13,236,4
대전광역시 대덕구 오정동 홍도로 89,0,76,114,85,954,12
대전광역시 대덕구 오정동 한밭대로972번길 84,0,14,47,25,216,5
대전광역시 대덕구 오정동 대전로1066번길 20,0,31,54,22,407,9
대전광역시 대덕구 와동 신탄진로232번길 34,0,5,19,5,53,0
대전광역시 대덕구 와동 신탄진로232번길 26,0,5,19,5,52,0
대전광역시 대덕구 와동 신탄진로232번길 40,0,5,19,5,53,0
대전광역시 대덕구 와동 신탄진로232번길 28,0,5,19,5,52,0
대전광역시 대덕구 읍내동 대전로1397번안길 13-3,0,5,36,11,76,4
대전광역시 대덕구 읍내동 대전로1397번길 45,0,5,36,11,76,4
대전광역시 대덕구 읍내동 아리랑로125번길 9-10,0,8,55,23,127,10
대전광역시 대덕구 중리동 홍도로99번길 71,0,62,122,53,740,9
대전광역시 대덕구 중리동 홍도로129번길 93,0,49,123,49,739,10
대전광역시 대덕구 중리동 홍도로135번길 71,0,51,125,56,765,8
대전광역시 대덕구 중리동 한밭대로1129번길 148,0,26,141,80,564,12
대전광역시 대덕구 중리동 계족로511번길 87,0,67,123,44,871,11
대전광역시 대덕구 중리동 한밭대로1146번길 15,0,57,123,48,803,9
대전광역시 대덕구 중리동 계족로517번길 73,0,67,128,49,939,11
대전광역시 대덕구 중리동 홍도로113번길 13-6,0,64,123,51,783,9
대전광역시 대덕구 중리동 홍도로135번길 42,0,52,127,53,790,9
대전광역시 대덕구 중리동 계족로511번길 86-1,0,66,126,47,895,10
대전광역시 대덕구 평촌동 덕암로188번길 34,0,14,40,13,173,2
대전광역시 동구 가양동 동대전로256번길 162,0,25,109,49,451,4
대전광역시 동구 가양동 충정로130번길 18,0,51,119,38,620,7
대전광역시 동구 가양동 흥룡로 41,0,58,141,77,837,11
대전광역시 동구 가양동 동서대로1748번길 96,0,60,140,79,870,11
대전광역시 동구 가양동 동서대로1748번길 92-1,0,62,141,80,886,11
대전광역시 동구 가양동 우암로260번길 90,0,53,104,44,699,10
대전광역시 동구 가양동 흥룡로71번길 86,0,48,122,54,560,8
대전광역시 동구 가양동 대성1길 3,1,39,106,59,676,14
대전광역시 동구 가양동 흥룡로75번길 17,0,46,137,58,622,7
대전광역시 동구 가양동 비래서로 84-1,0,33,104,39,428,6
대전광역시 동구 가양동 우암로387번길 5,0,36,106,40,442,6
대전광역시 동구 가양동 우암로326번길 41,0,31,118,52,514,4
대전광역시 동구 가양동 충정로 32-7,0,26,111,51,466,4
대전광역시 동구 가양동 동대전로248번길 63,0,44,117,39,586,5
대전광역시 동구 가양동 가양로62번길 39,0,51,131,83,813,12
대전광역시 동구 가양동 우암로381번길 15,0,40,111,49,478,6
대전광역시 동구 가양동 충정로18번길 91,0,44,127,47,606,6
대전광역시 동구 가오동 대전천동로 154,0,23,108,48,394,3
대전광역시 동구 가오동 은어송로 23-33,0,24,126,57,450,7
대전광역시 동구 가오동 대전로 435-4,0,22,125,57,435,6
대전광역시 동구 가오동 신기로 85,1,26,132,70,428,7
대전광역시 동구 낭월동 산내로1287번길 71-11,0,11,30,14,100,3
대전광역시 동구 낭월동 산내로1287번길 40-30,0,11,31,14,102,3
대전광역시 동구 낭월동 산내로1287번길 10-15,0,11,31,14,104,3
대전광역시 동구 대동 동대전로 119-3,1,44,107,44,575,11
대전광역시 동구 대동 광명길 22,2,21,131,52,351,7
대전광역시 동구 대동 대동로 37-8,1,50,114,44,583,6
대전광역시 동구 삼성동 태전로174번안길 26,0,32,96,32,423,10
대전광역시 동구 삼성동 우암로109번길 13,1,25,117,69,550,14
대전광역시 동구 삼성동 태전로161번길 25,0,33,115,71,473,8
대전광역시 동구 삼성동 동서대로1493번길 25,0,34,122,77,500,11
대전광역시 동구 성남동 계족로369번길 22-2,0,58,118,91,857,13
대전광역시 동구 성남동 계족로336번길 21-22,0,41,94,102,701,12
대전광역시 동구 성남동 계족로330번길 36-14,0,37,103,105,668,12
대전광역시 동구 신흥동 옻밭5길 36,2,21,144,58,288,10
대전광역시 동구 용운동 용운로125번길 41,0,30,85,29,304,10
대전광역시 동구 용운동 동부로73번길 10-12,1,25,83,58,283,7
대전광역시 동구 용운동 용운로205번길 77-11,0,23,58,31,240,8
대전광역시 동구 용전동 송촌남로11번길 50,0,65,136,94,790,10
대전광역시 동구 용전동 계족로450번길 25,0,77,133,82,920,9
대전광역시 동구 용전동 계족로438번길 31,0,76,141,81,926,9
대전광역시 동구 용전동 계족로450번길 12,0,78,142,80,917,10
대전광역시 동구 용전동 송촌남로11번길 5,0,70,124,103,844,12
대전광역시 동구 용전동 계족로424번길 36,0,72,128,93,942,9
대전광역시 동구 용전동 한밭대로1237번길 64,0,67,272,73,1104,11
대전광역시 동구 용전동 송촌남로11번길 26,0,69,132,95,798,10
대전광역시 동구 용전동 송촌남로11번길 163,0,71,166,76,1127,11
대전광역시 동구 용전동 계족로432번길 12,0,76,131,77,911,10
대전광역시 동구 용전동 동서대로1653번길 37,0,76,127,80,924,9
대전광역시 동구 용전동 계족로457번길 72,0,81,109,81,1007,11
대전광역시 동구 용전동 홍도로46번길 52,0,81,126,80,980,13
대전광역시 동구 용전동 한밭대로1268번길 30,0,75,118,98,994,7
대전광역시 동구 용전동 한밭대로1268번길 32,0,76,116,97,1032,7
대전광역시 동구 자양동 성동로13번길 54-1,0,57,80,26,593,5
대전광역시 동구 자양동 성동로 49-24,0,58,78,33,635,5
대전광역시 동구 자양동 백룡로11번길 17,1,48,103,42,616,6
대전광역시 동구 자양동 성동로 25-1,0,46,74,9,482,7
대전광역시 동구 자양동 동대전로131번길 40-6,1,42,106,55,621,10
대전광역시 동구 자양동 동대전로 197,0,50,102,36,631,5
대전광역시 동구 자양동 동대전로154번길 68,1,54,120,47,607,6
대전광역시 동구 자양동 백룡로5번길 149-7,0,54,87,39,590,7
대전광역시 동구 판암동 옥천로176번길 92,2,23,111,70,354,7
대전광역시 동구 판암동 옥천로176번길 56,1,20,96,65,312,6
대전광역시 동구 판암동 동부로33번길 54-20,2,21,122,55,313,5
대전광역시 동구 판암동 옻밭5길 147,2,22,126,59,287,6
대전광역시 동구 판암동 옥천로180번길 91,1,20,91,64,299,6
대전광역시 동구 판암동 옻밭3길 55,2,18,129,32,238,7
대전광역시 동구 홍도동 홍도로33번길 40,0,68,131,78,823,8
대전광역시 동구 홍도동 옛신탄진로75번길 21,0,38,81,33,540,8
대전광역시 동구 홍도동 홍도로9번길 27,0,60,129,95,852,9
대전광역시 동구 홍도동 계족로417번길 7,0,71,127,82,904,10
대전광역시 동구 홍도동 옛신탄진로75번길 29,0,37,82,29,532,8
대전광역시 서구 가장동 괴정로 204,1,44,169,102,798,9
대전광역시 서구 가장동 도산로314번길 70,1,48,189,117,831,10
대전광역시 서구 가장동 도산로282번길 95,0,33,210,85,627,8
대전광역시 서구 가장동 도산로321번길 11,1,68,159,153,933,8
대전광역시 서구 가장동 도솔로328번길 75,1,64,157,149,918,8
대전광역시 서구 갈마동 계룡로407번길 31,2,96,286,265,1612,13
대전광역시 서구 갈마동 신갈마로211번안길 17,3,61,126,40,883,13
대전광역시 서구 갈마동 신갈마로 201-3,2,81,207,175,1434,17
대전광역시 서구 갈마동 계룡로342번길 50,2,72,161,70,1163,15
대전광역시 서구 갈마동 계룡로326번길 101,1,69,138,56,1109,11
대전광역시 서구 갈마동 계룡로342번길 86-7,1,73,151,80,1151,12
대전광역시 서구 갈마동 계룡로342번길 88,1,75,154,89,1171,12
대전광역시 서구 갈마동 계룡로320번길 53,3,67,140,50,988,14
대전광역시 서구 갈마동 계룡로320번길 56,3,65,135,50,962,14
대전광역시 서구 갈마동 갈마중로30번길 26,0,83,277,206,1347,13
대전광역시 서구 갈마동 신갈마로209번길 76,3,62,126,43,905,13
대전광역시 서구 갈마동 갈마로103번길 25,0,68,217,148,993,11
대전광역시 서구 갈마동 계룡로342번길 49-6,2,78,177,109,1224,15
대전광역시 서구 갈마동 계룡로326번길 165,0,52,105,37,802,8
대전광역시 서구 괴정동 도산로335번길 48,2,81,239,159,1090,10
대전광역시 서구 괴정동 괴정로98번길 39-1,2,83,216,153,1024,8
대전광역시 서구 괴정동 갈마로211번길 20,0,72,199,92,910,6
대전광역시 서구 괴정동 괴정로 93-20,2,96,292,192,1257,11
대전광역시 서구 괴정동 도산로335번길 60,2,84,263,169,1112,11
대전광역시 서구 괴정동 용문로 19,2,100,323,213,1338,12
대전광역시 서구 괴정동 도산로335번길 49,2,79,227,152,1057,10
대전광역시 서구 괴정동 갈마로245번길 29,0,68,183,133,940,6
대전광역시 서구 괴정동 괴정로16번길 14,1,74,231,100,819,9
대전광역시 서구 괴정동 계룡로568번길 15-18,2,102,356,222,1377,11
대전광역시 서구 괴정동 괴정로22번길 51,1,77,228,102,929,10
대전광역시 서구 내동 동서대로1005번길 47-7,0,44,188,51,518,4
대전광역시 서구 내동 도산로253번길 27,0,44,146,62,578,5
대전광역시 서구 내동 갈마로212번길 21,0,49,199,53,542,5
대전광역시 서구 내동 동서대로998번길 17,0,33,146,48,351,4
대전광역시 서구 내동 동서대로1021번길 12,0,40,167,55,501,5
대전광역시 서구 내동 동서대로998번길 15,0,33,145,48,361,4
대전광역시 서구 내동 도솔로267번길 55,0,47,199,51,537,5
대전광역시 서구 도마동 배재로186번길 39-14,0,35,111,45,438,3
대전광역시 서구 도마동 도림6길 12,0,25,95,89,401,8
대전광역시 서구 도마동 사마1길 72,0,33,91,85,496,9
대전광역시 서구 도마동 배재로 89,0,32,74,84,460,9
대전광역시 서구 도마동 사마6길 58-1,0,33,85,86,532,6
대전광역시 서구 도마동 배재로91번길 8,0,30,70,60,429,9
대전광역시 서구 도마동 제비네1길 10,0,28,83,81,510,7
대전광역시 서구 도마동 도솔로175번길 30-2,0,31,120,43,405,2
대전광역시 서구 도마동 용화2길 29,0,34,85,87,558,5
대전광역시 서구 둔산동 둔산남로9번길 99,3,110,568,391,1790,28
대전광역시 서구 변동 변동서로12번길 84,0,15,67,15,183,2
대전광역시 서구 변동 변동서로28번길 51,0,14,63,16,169,1
