index,위도,경도,도로명주소,API,교통,마트편의점,교육시설,의료시설,음식점카페,문화공간
1464,127.445838519,36.309653378,대전광역시 중구 석교동 대전천서로163번길 23,"{'교통': 0, '마트편의점': 20, '교육시설': 101, '의료시설': 48, '음식점카페': 441, '문화공간': 6}",0,20,101,48,441,6
1465,127.440437573,36.309430260,대전광역시 중구 석교동 돌다리로8번길 39,"{'교통': 0, '마트편의점': 14, '교육시설': 72, '의료시설': 51, '음식점카페': 287, '문화공간': 6}",0,14,72,51,287,6
1466,127.439210085,36.303748243,대전광역시 중구 석교동 돌다리로 68-17,"{'교통': 0, '마트편의점': 7, '교육시설': 31, '의료시설': 13, '음식점카페': 77, '문화공간': 2}",0,7,31,13,77,2
1467,127.438848011,36.303786881,대전광역시 중구 석교동 돌다리로 68-16,"{'교통': 0, '마트편의점': 8, '교육시설': 31, '의료시설': 13, '음식점카페': 73, '문화공간': 2}",0,8,31,13,73,2
1468,127.438808977,36.303934007,대전광역시 중구 석교동 돌다리로 68-12,"{'교통': 0, '마트편의점': 8, '교육시설': 31, '의료시설': 14, '음식점카페': 73, '문화공간': 2}",0,8,31,14,73,2
1469,127.415235533,36.331624914,대전광역시 중구 선화동 선화로67번길 82,"{'교통': 2, '마트편의점': 63, '교육시설': 274, '의료시설': 106, '음식점카페': 974, '문화공간': 21}",2,63,274,106,974,21
1470,127.415127217,36.329724528,대전광역시 중구 선화동 선화로43번길 108-5,"{'교통': 4, '마트편의점': 76, '교육시설': 290, '의료시설': 150, '음식점카페': 1256, '문화공간': 24}",4,76,290,150,1256,24
1471,127.416516011,36.327352575,대전광역시 중구 선화동 중앙로59번길 83,"{'교통': 3, '마트편의점': 74, '교육시설': 305, '의료시설': 158, '음식점카페': 1404, '문화공간': 35}",3,74,305,158,1404,35
1472,127.417129642,36.325488873,대전광역시 중구 선화동 선화서로19번길 38,"{'교통': 3, '마트편의점': 74, '교육시설': 293, '의료시설': 151, '음식점카페': 1404, '문화공간': 45}",3,74,293,151,1404,45
1473,127.417379676,36.325407795,대전광역시 중구 선화동 선화서로19번길 36,"{'교통': 3, '마트편의점': 74, '교육시설': 293, '의료시설': 155, '음식점카페': 1412, '문화공간': 45}",3,74,293,155,1412,45
1474,127.416915003,36.325545495,대전광역시 중구 선화동 선화서로23번길 41,"{'교통': 3, '마트편의점': 73, '교육시설': 291, '의료시설': 150, '음식점카페': 1375, '문화공간': 44}",3,73,291,150,1375,44
1475,127.416777118,36.325522455,대전광역시 중구 선화동 선화서로23번길 43,"{'교통': 3, '마트편의점': 72, '교육시설': 289, '의료시설': 152, '음식점카페': 1364, '문화공간': 39}",3,72,289,152,1364,39
1476,127.416649039,36.325500372,대전광역시 중구 선화동 선화서로23번길 45,"{'교통': 3, '마트편의점': 72, '교육시설': 291, '의료시설': 155, '음식점카페': 1362, '문화공간': 39}",3,72,291,155,1362,39
1477,127.416682550,36.325770338,대전광역시 중구 선화동 선화서로23번길 44,"{'교통': 3, '마트편의점': 73, '교육시설': 291, '의료시설': 155, '음식점카페': 1369, '문화공간': 39}",3,73,291,155,1369,39
1478,127.416557122,36.327983075,대전광역시 중구 선화동 선화서로57번길 15,"{'교통': 3, '마트편의점': 75, '교육시설': 293, '의료시설': 152, '음식점카페': 1402, '문화공간': 34}",3,75,293,152,1402,34
1479,127.415822464,36.328644033,대전광역시 중구 선화동 선화로67번길 16-6,"{'교통': 4, '마트편의점': 75, '교육시설': 292, '의료시설': 164, '음식점카페': 1347, '문화공간': 33}",4,75,292,164,1347,33
1480,127.413901641,36.327889386,대전광역시 중구 선화동 선화로53번길 13,"{'교통': 3, '마트편의점': 75, '교육시설': 289, '의료시설': 159, '음식점카페': 1302, '문화공간': 27}",3,75,289,159,1302,27
1481,127.418419525,36.336615067,대전광역시 중구 선화동 대종로606번길 20,"{'교통': 0, '마트편의점': 42, '교육시설': 181, '의료시설': 75, '음식점카페': 705, '문화공간': 14}",0,42,181,75,705,14
1482,127.414743898,36.329499033,대전광역시 중구 선화동 선화로43번길 108-10,"{'교통': 4, '마트편의점': 76, '교육시설': 283, '의료시설': 156, '음식점카페': 1258, '문화공간': 23}",4,76,283,156,1258,23
1483,127.416715055,36.326018499,대전광역시 중구 선화동 선화서로29번길 39,"{'교통': 3, '마트편의점': 72, '교육시설': 290, '의료시설': 152, '음식점카페': 1379, '문화공간': 39}",3,72,290,152,1379,39
1484,127.418130409,36.325991838,대전광역시 중구 선화동 선화서로23번길 18,"{'교통': 3, '마트편의점': 75, '교육시설': 297, '의료시설': 155, '음식점카페': 1479, '문화공간': 43}",3,75,297,155,1479,43
1485,127.417948174,36.326652497,대전광역시 중구 선화동 선화로82번길 54-2,"{'교통': 3, '마트편의점': 79, '교육시설': 294, '의료시설': 158, '음식점카페': 1488, '문화공간': 42}",3,79,294,158,1488,42
1486,127.417617907,36.326579395,대전광역시 중구 선화동 선화로82번길 54,"{'교통': 3, '마트편의점': 75, '교육시설': 296, '의료시설': 154, '음식점카페': 1448, '문화공간': 42}",3,75,296,154,1448,42
1487,127.418317898,36.336544140,대전광역시 중구 선화동 대종로606번길 18,"{'교통': 0, '마트편의점': 42, '교육시설': 191, '의료시설': 76, '음식점카페': 717, '문화공간': 14}",0,42,191,76,717,14
1488,127.415589021,36.330341581,대전광역시 중구 선화동 선화로67번길 54,"{'교통': 4, '마트편의점': 69, '교육시설': 295, '의료시설': 144, '음식점카페': 1249, '문화공간': 26}",4,69,295,144,1249,26
1489,127.421732444,36.328975146,대전광역시 중구 선화동 대종로517번길 48,"{'교통': 2, '마트편의점': 76, '교육시설': 250, '의료시설': 113, '음식점카페': 1553, '문화공간': 45}",2,76,250,113,1553,45
1490,127.415917349,36.333714174,대전광역시 중구 선화동 대종로601번길 45,"{'교통': 0, '마트편의점': 52, '교육시설': 245, '의료시설': 82, '음식점카페': 751, '문화공간': 17}",0,52,245,82,751,17
1491,127.414599662,36.328446688,대전광역시 중구 선화동 선화로57번길 21,"{'교통': 3, '마트편의점': 79, '교육시설': 304, '의료시설': 161, '음식점카페': 1322, '문화공간': 24}",3,79,304,161,1322,24
1492,127.415034194,36.334234159,대전광역시 중구 선화동 선화서로126번길 10-14,"{'교통': 0, '마트편의점': 47, '교육시설': 211, '의료시설': 75, '음식점카페': 700, '문화공간': 15}",0,47,211,75,700,15
1493,127.414910218,36.334211339,대전광역시 중구 선화동 선화서로126번길 10-12,"{'교통': 0, '마트편의점': 48, '교육시설': 207, '의료시설': 77, '음식점카페': 701, '문화공간': 15}",0,48,207,77,701,15
1494,127.378458164,36.291610414,대전광역시 중구 안영동 안영로79번길 123,"{'교통': 0, '마트편의점': 15, '교육시설': 55, '의료시설': 6, '음식점카페': 261, '문화공간': 1}",0,15,55,6,261,1
1495,127.381046396,36.285918516,대전광역시 중구 안영동 뿌리공원로23번길 16,"{'교통': 0, '마트편의점': 4, '교육시설': 3, '의료시설': 1, '음식점카페': 55, '문화공간': 2}",0,4,3,1,55,2
1496,127.381091230,36.292689420,대전광역시 중구 안영동 성산로20번길 36,"{'교통': 0, '마트편의점': 16, '교육시설': 78, '의료시설': 8, '음식점카페': 272, '문화공간': 1}",0,16,78,8,272,1
1497,127.381308050,36.292590770,대전광역시 중구 안영동 성산로14번길 41,"{'교통': 0, '마트편의점': 16, '교육시설': 78, '의료시설': 8, '음식점카페': 271, '문화공간': 2}",0,16,78,8,271,2
1498,127.402456145,36.329714696,대전광역시 중구 오류동 동서대로1303번길 41,"{'교통': 1, '마트편의점': 42, '교육시설': 219, '의료시설': 86, '음식점카페': 610, '문화공간': 13}",1,42,219,86,610,13
1499,127.402868030,36.325500573,대전광역시 중구 오류동 오류로 57-12,"{'교통': 2, '마트편의점': 53, '교육시설': 244, '의료시설': 143, '음식점카페': 936, '문화공간': 14}",2,53,244,143,936,14
1500,127.402695632,36.325457087,대전광역시 중구 오류동 오류로 57-16,"{'교통': 2, '마트편의점': 53, '교육시설': 245, '의료시설': 143, '음식점카페': 937, '문화공간': 15}",2,53,245,143,937,15
1501,127.403326041,36.325016268,대전광역시 중구 오류동 오류로 53-5,"{'교통': 2, '마트편의점': 53, '교육시설': 251, '의료시설': 147, '음식점카페': 943, '문화공간': 15}",2,53,251,147,943,15
1502,127.402985723,36.324912158,대전광역시 중구 오류동 오류로 53-13,"{'교통': 2, '마트편의점': 52, '교육시설': 249, '의료시설': 147, '음식점카페': 949, '문화공간': 16}",2,52,249,147,949,16
1503,127.402818395,36.324858111,대전광역시 중구 오류동 오류로 53-15,"{'교통': 2, '마트편의점': 53, '교육시설': 250, '의료시설': 145, '음식점카페': 949, '문화공간': 16}",2,53,250,145,949,16
1504,127.403221057,36.325217675,대전광역시 중구 오류동 오류로 53-8,"{'교통': 2, '마트편의점': 54, '교육시설': 250, '의료시설': 147, '음식점카페': 941, '문화공간': 15}",2,54,250,147,941,15
1505,127.403001760,36.325150015,대전광역시 중구 오류동 오류로 53-12,"{'교통': 2, '마트편의점': 52, '교육시설': 250, '의료시설': 146, '음식점카페': 942, '문화공간': 15}",2,52,250,146,942,15
1506,127.400868073,36.329433999,대전광역시 중구 오류동 동서대로1277번길 40,"{'교통': 1, '마트편의점': 37, '교육시설': 222, '의료시설': 66, '음식점카페': 567, '문화공간': 12}",1,37,222,66,567,12
1507,127.400916689,36.329314701,대전광역시 중구 오류동 동서대로1277번길 38,"{'교통': 1, '마트편의점': 36, '교육시설': 223, '의료시설': 67, '음식점카페': 577, '문화공간': 13}",1,36,223,67,577,13
1508,127.401006491,36.329082346,대전광역시 중구 오류동 동서대로1277번길 32,"{'교통': 1, '마트편의점': 38, '교육시설': 226, '의료시설': 68, '음식점카페': 612, '문화공간': 12}",1,38,226,68,612,12
1509,127.401049214,36.328965140,대전광역시 중구 오류동 동서대로1277번길 30,"{'교통': 1, '마트편의점': 39, '교육시설': 228, '의료시설': 68, '음식점카페': 622, '문화공간': 12}",1,39,228,68,622,12
1510,127.400702018,36.329913081,대전광역시 중구 오류동 동서대로1277번길 52,"{'교통': 1, '마트편의점': 35, '교육시설': 216, '의료시설': 65, '음식점카페': 541, '문화공간': 12}",1,35,216,65,541,12
1511,127.400838278,36.330118453,대전광역시 중구 오류동 동서대로1277번길 52-2,"{'교통': 1, '마트편의점': 34, '교육시설': 212, '의료시설': 64, '음식점카페': 531, '문화공간': 12}",1,34,212,64,531,12
1512,127.404977572,36.326277109,대전광역시 중구 오류동 계룡로830번길 42-15,"{'교통': 2, '마트편의점': 54, '교육시설': 286, '의료시설': 140, '음식점카페': 903, '문화공간': 16}",2,54,286,140,903,16
1513,127.405183483,36.325844747,대전광역시 중구 오류동 계룡로830번길 42-3,"{'교통': 2, '마트편의점': 54, '교육시설': 271, '의료시설': 139, '음식점카페': 915, '문화공간': 16}",2,54,271,139,915,16
1514,127.400826564,36.329831918,대전광역시 중구 오류동 동서대로1277번길 46,"{'교통': 1, '마트편의점': 35, '교육시설': 220, '의료시설': 65, '음식점카페': 537, '문화공간': 12}",1,35,220,65,537,12
1515,127.451575349,36.299840982,대전광역시 중구 옥계동 모암로17번길 87,"{'교통': 0, '마트편의점': 19, '교육시설': 82, '의료시설': 47, '음식점카페': 346, '문화공간': 3}",0,19,82,47,346,3
1516,127.454019640,36.297749098,대전광역시 중구 옥계동 모암로13번길 151,"{'교통': 0, '마트편의점': 16, '교육시설': 77, '의료시설': 27, '음식점카페': 244, '문화공간': 1}",0,16,77,27,244,1
1517,127.453649976,36.297393724,대전광역시 중구 옥계동 학고개로34번길 58,"{'교통': 0, '마트편의점': 14, '교육시설': 65, '의료시설': 14, '음식점카페': 200, '문화공간': 1}",0,14,65,14,200,1
1518,127.453532362,36.297250161,대전광역시 중구 옥계동 학고개로34번길 56,"{'교통': 0, '마트편의점': 13, '교육시설': 60, '의료시설': 11, '음식점카페': 185, '문화공간': 1}",0,13,60,11,185,1
1519,127.451831238,36.303323797,대전광역시 중구 옥계동 대전천서로 83,"{'교통': 0, '마트편의점': 20, '교육시설': 113, '의료시설': 52, '음식점카페': 411, '문화공간': 6}",0,20,113,52,411,6
1520,127.450375039,36.302350159,대전광역시 중구 옥계동 모암로7번길 32,"{'교통': 0, '마트편의점': 20, '교육시설': 99, '의료시설': 52, '음식점카페': 385, '문화공간': 5}",0,20,99,52,385,5
1521,127.454609263,36.297907358,대전광역시 중구 옥계동 모암로7번길 155,"{'교통': 0, '마트편의점': 16, '교육시설': 78, '의료시설': 34, '음식점카페': 262, '문화공간': 1}",0,16,78,34,262,1
1522,127.455740657,36.298742951,대전광역시 중구 옥계동 대전천서로 21,"{'교통': 0, '마트편의점': 20, '교육시설': 80, '의료시설': 43, '음식점카페': 323, '문화공간': 3}",0,20,80,43,323,3
1523,127.449402018,36.301873041,대전광역시 중구 옥계동 모암로17번길 28,"{'교통': 0, '마트편의점': 21, '교육시설': 92, '의료시설': 55, '음식점카페': 383, '문화공간': 5}",0,21,92,55,383,5
1524,127.451365383,36.301097660,대전광역시 중구 옥계동 대종로101번길 15,"{'교통': 0, '마트편의점': 19, '교육시설': 89, '의료시설': 49, '음식점카페': 364, '문화공간': 5}",0,19,89,49,364,5
1525,127.451931162,36.294533127,대전광역시 중구 옥계동 학고개로 50-13,"{'교통': 0, '마트편의점': 7, '교육시설': 26, '의료시설': 4, '음식점카페': 80, '문화공간': 0}",0,7,26,4,80,0
1526,127.452066499,36.294527568,대전광역시 중구 옥계동 학고개로 50-14,"{'교통': 0, '마트편의점': 7, '교육시설': 26, '의료시설': 4, '음식점카페': 79, '문화공간': 0}",0,7,26,4,79,0
1527,127.449493951,36.301363529,대전광역시 중구 옥계동 대종로71번길 124,"{'교통': 0, '마트편의점': 20, '교육시설': 87, '의료시설': 50, '음식점카페': 369, '문화공간': 5}",0,20,87,50,369,5
1528,127.455317542,36.297314660,대전광역시 중구 옥계동 모암로7번길 173-1,"{'교통': 0, '마트편의점': 13, '교육시설': 64, '의료시설': 19, '음식점카페': 188, '문화공간': 1}",0,13,64,19,188,1
1529,127.453667997,36.299217644,대전광역시 중구 옥계동 대종로 69,"{'교통': 0, '마트편의점': 20, '교육시설': 81, '의료시설': 47, '음식점카페': 340, '문화공간': 3}",0,20,81,47,340,3
1530,127.450620740,36.301225012,대전광역시 중구 옥계동 모암로13번길 52-1,"{'교통': 0, '마트편의점': 19, '교육시설': 89, '의료시설': 49, '음식점카페': 367, '문화공간': 5}",0,19,89,49,367,5
1531,127.447537471,36.300308287,대전광역시 중구 옥계동 모암로 49,"{'교통': 0, '마트편의점': 15, '교육시설': 51, '의료시설': 21, '음식점카페': 237, '문화공간': 1}",0,15,51,21,237,1
1532,127.448504722,36.302155236,대전광역시 중구 옥계동 대종로71번길 141,"{'교통': 0, '마트편의점': 19, '교육시설': 89, '의료시설': 54, '음식점카페': 364, '문화공간': 4}",0,19,89,54,364,4
1533,127.453136241,36.296053634,대전광역시 중구 옥계동 학고개로 30,"{'교통': 0, '마트편의점': 10, '교육시설': 45, '의료시설': 5, '음식점카페': 105, '문화공간': 0}",0,10,45,5,105,0
1534,127.453036541,36.298468635,대전광역시 중구 옥계동 모암로13번길 128,"{'교통': 0, '마트편의점': 18, '교육시설': 78, '의료시설': 40, '음식점카페': 284, '문화공간': 1}",0,18,78,40,284,1
1535,127.453193197,36.296180935,대전광역시 중구 옥계동 학고개로 28-1,"{'교통': 0, '마트편의점': 10, '교육시설': 45, '의료시설': 5, '음식점카페': 112, '문화공간': 0}",0,10,45,5,112,0
1536,127.455375182,36.298804001,대전광역시 중구 옥계동 대종로62번길 10-1,"{'교통': 0, '마트편의점': 20, '교육시설': 80, '의료시설': 44, '음식점카페': 327, '문화공간': 3}",0,20,80,44,327,3
1537,127.451151770,36.302437709,대전광역시 중구 옥계동 대종로111번길 4,"{'교통': 0, '마트편의점': 19, '교육시설': 106, '의료시설': 50, '음식점카페': 385, '문화공간': 5}",0,19,106,50,385,5
1538,127.451574539,36.303369916,대전광역시 중구 옥계동 대종로 122-12,"{'교통': 0, '마트편의점': 20, '교육시설': 113, '의료시설': 54, '음식점카페': 411, '문화공간': 6}",0,20,113,54,411,6
1539,127.451432759,36.303284028,대전광역시 중구 옥계동 대종로 122-8,"{'교통': 0, '마트편의점': 20, '교육시설': 112, '의료시설': 54, '음식점카페': 405, '문화공간': 6}",0,20,112,54,405,6
1540,127.447732359,36.300727327,대전광역시 중구 옥계동 모암로 45,"{'교통': 0, '마트편의점': 16, '교육시설': 65, '의료시설': 32, '음식점카페': 272, '문화공간': 1}",0,16,65,32,272,1
1541,127.451341869,36.300050307,대전광역시 중구 옥계동 대종로91번길 31,"{'교통': 0, '마트편의점': 19, '교육시설': 82, '의료시설': 47, '음식점카페': 351, '문화공간': 4}",0,19,82,47,351,4
1542,127.452573248,36.301735725,대전광역시 중구 옥계동 대종로 102-8,"{'교통': 0, '마트편의점': 20, '교육시설': 103, '의료시설': 47, '음식점카페': 370, '문화공간': 5}",0,20,103,47,370,5
1543,127.456397638,36.295096882,대전광역시 중구 옥계동 대종로35번길 44,"{'교통': 0, '마트편의점': 9, '교육시설': 37, '의료시설': 4, '음식점카페': 90, '문화공간': 0}",0,9,37,4,90,0
1544,127.456040662,36.296519496,대전광역시 중구 옥계동 모암로7번길 193,"{'교통': 0, '마트편의점': 9, '교육시설': 48, '의료시설': 6, '음식점카페': 126, '문화공간': 1}",0,9,48,6,126,1
1545,127.456142156,36.296379426,대전광역시 중구 옥계동 모암로7번길 197,"{'교통': 0, '마트편의점': 9, '교육시설': 45, '의료시설': 5, '음식점카페': 114, '문화공간': 1}",0,9,45,5,114,1
1546,127.456245311,36.296237998,대전광역시 중구 옥계동 모암로7번길 201,"{'교통': 0, '마트편의점': 9, '교육시설': 43, '의료시설': 5, '음식점카페': 107, '문화공간': 1}",0,9,43,5,107,1
1547,127.454706082,36.300490493,대전광역시 중구 옥계동 대전천서로 41-1,"{'교통': 0, '마트편의점': 21, '교육시설': 90, '의료시설': 47, '음식점카페': 365, '문화공간': 3}",0,21,90,47,365,3
1548,127.454807473,36.3003698,대전광역시 중구 옥계동 대전천서로 41,"{'교통': 0, '마트편의점': 21, '교육시설': 90, '의료시설': 47, '음식점카페': 365, '문화공간': 3}",0,21,90,47,365,3
1549,127.453231051,36.296316329,대전광역시 중구 옥계동 학고개로 26-1,"{'교통': 0, '마트편의점': 10, '교육시설': 45, '의료시설': 5, '음식점카페': 120, '문화공간': 0}",0,10,45,5,120,0
1550,127.451897040,36.298634438,대전광역시 중구 옥계동 대종로71번길 50,"{'교통': 0, '마트편의점': 17, '교육시설': 78, '의료시설': 38, '음식점카페': 275, '문화공간': 1}",0,17,78,38,275,1
1551,127.411009001,36.327318469,대전광역시 중구 용두동 용두로24번길 34,"{'교통': 3, '마트편의점': 70, '교육시설': 250, '의료시설': 148, '음식점카페': 966, '문화공간': 21}",3,70,250,148,966,21
1552,127.407587046,36.328519471,대전광역시 중구 용두동 동서대로1332번길 14,"{'교통': 2, '마트편의점': 54, '교육시설': 260, '의료시설': 148, '음식점카페': 859, '문화공간': 17}",2,54,260,148,859,17
1553,127.413282560,36.327726883,대전광역시 중구 용두동 선화로 51-19,"{'교통': 3, '마트편의점': 78, '교육시설': 277, '의료시설': 164, '음식점카페': 1247, '문화공간': 28}",3,78,277,164,1247,28
1554,127.411762819,36.327097519,대전광역시 중구 용두동 동서대로1352번길 81,"{'교통': 3, '마트편의점': 72, '교육시설': 246, '의료시설': 158, '음식점카페': 1024, '문화공간': 23}",3,72,246,158,1024,23
1555,127.402666232,36.335305341,대전광역시 중구 용두동 계룡로733번길 72,"{'교통': 2, '마트편의점': 37, '교육시설': 189, '의료시설': 92, '음식점카페': 498, '문화공간': 7}",2,37,189,92,498,7
1556,127.402485643,36.335535929,대전광역시 중구 용두동 계룡로733번길 73,"{'교통': 2, '마트편의점': 36, '교육시설': 188, '의료시설': 93, '음식점카페': 497, '문화공간': 7}",2,36,188,93,497,7
1557,127.402343750,36.334649559,대전광역시 중구 용두동 어덕마을로 31,"{'교통': 2, '마트편의점': 34, '교육시설': 186, '의료시설': 90, '음식점카페': 487, '문화공간': 5}",2,34,186,90,487,5
1558,127.408457253,36.328956635,대전광역시 중구 용두동 동서대로1332번길 9-16,"{'교통': 2, '마트편의점': 57, '교육시설': 251, '의료시설': 150, '음식점카페': 880, '문화공간': 18}",2,57,251,150,880,18
1559,127.410455280,36.327384716,대전광역시 중구 용두동 용두로24번길 23-4,"{'교통': 3, '마트편의점': 64, '교육시설': 255, '의료시설': 146, '음식점카페': 951, '문화공간': 21}",3,64,255,146,951,21
1560,127.401483262,36.334983275,대전광역시 중구 용두동 계룡로733번길 53,"{'교통': 2, '마트편의점': 37, '교육시설': 179, '의료시설': 96, '음식점카페': 470, '문화공간': 4}",2,37,179,96,470,4
1561,127.403676521,36.333070800,대전광역시 중구 용두동 동서대로1327번길 102,"{'교통': 1, '마트편의점': 29, '교육시설': 186, '의료시설': 79, '음식점카페': 518, '문화공간': 10}",1,29,186,79,518,10
1562,127.412155499,36.324155713,대전광역시 중구 용두동 선화로12번길 27,"{'교통': 3, '마트편의점': 62, '교육시설': 203, '의료시설': 137, '음식점카페': 873, '문화공간': 22}",3,62,203,137,873,22
1563,127.401214501,36.334006401,대전광역시 중구 용두동 계룡로733번길 33,"{'교통': 2, '마트편의점': 36, '교육시설': 172, '의료시설': 91, '음식점카페': 491, '문화공간': 9}",2,36,172,91,491,9
1564,127.401950052,36.335696880,대전광역시 중구 용두동 계룡로733번길 75-11,"{'교통': 2, '마트편의점': 35, '교육시설': 185, '의료시설': 97, '음식점카페': 486, '문화공간': 4}",2,35,185,97,486,4
1565,127.400573826,36.334198968,대전광역시 중구 용두동 계룡로729번길 32,"{'교통': 2, '마트편의점': 39, '교육시설': 167, '의료시설': 92, '음식점카페': 487, '문화공간': 6}",2,39,167,92,487,6
1566,127.397623439,36.316590337,대전광역시 중구 유천동 유천로 43-3,"{'교통': 0, '마트편의점': 44, '교육시설': 249, '의료시설': 92, '음식점카페': 802, '문화공간': 9}",0,44,249,92,802,9
1567,127.395995947,36.313193155,대전광역시 중구 유천동 계백로1566번길 101-1,"{'교통': 0, '마트편의점': 36, '교육시설': 203, '의료시설': 71, '음식점카페': 669, '문화공간': 9}",0,36,203,71,669,9
1568,127.402579822,36.314762557,대전광역시 중구 유천동 계백로1654번길 114,"{'교통': 0, '마트편의점': 42, '교육시설': 188, '의료시설': 90, '음식점카페': 748, '문화공간': 14}",0,42,188,90,748,14
1569,127.388391769,36.315316049,대전광역시 중구 유천동 계백로1498번길 20-8,"{'교통': 0, '마트편의점': 24, '교육시설': 161, '의료시설': 96, '음식점카페': 600, '문화공간': 6}",0,24,161,96,600,6
1570,127.394563745,36.319443966,대전광역시 중구 유천동 태평로26번길 42-1,"{'교통': 0, '마트편의점': 37, '교육시설': 214, '의료시설': 87, '음식점카페': 718, '문화공간': 10}",0,37,214,87,718,10
1571,127.399954481,36.316292921,대전광역시 중구 유천동 유천로38번길 28-1,"{'교통': 0, '마트편의점': 45, '교육시설': 248, '의료시설': 94, '음식점카페': 853, '문화공간': 11}",0,45,248,94,853,11
1572,127.394193946,36.312836295,대전광역시 중구 유천동 유천로17번길 87,"{'교통': 0, '마트편의점': 35, '교육시설': 187, '의료시설': 71, '음식점카페': 664, '문화공간': 7}",0,35,187,71,664,7
1573,127.401033920,36.317568709,대전광역시 중구 유천동 유천로48번길 56,"{'교통': 0, '마트편의점': 49, '교육시설': 257, '의료시설': 129, '음식점카페': 938, '문화공간': 14}",0,49,257,129,938,14
1574,127.401681802,36.316116176,대전광역시 중구 유천동 유천로34번길 56-5,"{'교통': 0, '마트편의점': 49, '교육시설': 242, '의료시설': 113, '음식점카페': 852, '문화공간': 14}",0,49,242,113,852,14
1575,127.399838536,36.315306968,대전광역시 중구 유천동 문화로133번길 52-6,"{'교통': 0, '마트편의점': 44, '교육시설': 243, '의료시설': 91, '음식점카페': 785, '문화공간': 11}",0,44,243,91,785,11
1576,127.401440737,36.316705996,대전광역시 중구 유천동 유천로38번길 60,"{'교통': 0, '마트편의점': 49, '교육시설': 247, '의료시설': 121, '음식점카페': 888, '문화공간': 14}",0,49,247,121,888,14
1577,127.397914060,36.321888934,대전광역시 중구 유천동 유천로102번길 28,"{'교통': 1, '마트편의점': 48, '교육시설': 252, '의료시설': 118, '음식점카페': 929, '문화공간': 10}",1,48,252,118,929,10
1578,127.398073077,36.321930850,대전광역시 중구 유천동 유천로102번길 30,"{'교통': 1, '마트편의점': 50, '교육시설': 253, '의료시설': 119, '음식점카페': 939, '문화공간': 11}",1,50,253,119,939,11
1579,127.400384099,36.314030514,대전광역시 중구 유천동 문화로133번길 22-10,"{'교통': 0, '마트편의점': 41, '교육시설': 223, '의료시설': 82, '음식점카페': 732, '문화공간': 10}",0,41,223,82,732,10
1580,127.394457813,36.312918153,대전광역시 중구 유천동 유천로17번길 83,"{'교통': 0, '마트편의점': 35, '교육시설': 191, '의료시설': 73, '음식점카페': 659, '문화공간': 7}",0,35,191,73,659,7
1581,127.400573174,36.315488710,대전광역시 중구 유천동 문화로133번길 52-22,"{'교통': 0, '마트편의점': 46, '교육시설': 242, '의료시설': 95, '음식점카페': 808, '문화공간': 11}",0,46,242,95,808,11
1582,127.400254962,36.31540876,대전광역시 중구 유천동 문화로133번길 52-18,"{'교통': 0, '마트편의점': 45, '교육시설': 239, '의료시설': 90, '음식점카페': 809, '문화공간': 11}",0,45,239,90,809,11
1583,127.392598497,36.313963785,대전광역시 중구 유천동 유천로33번길 109,"{'교통': 0, '마트편의점': 34, '교육시설': 195, '의료시설': 64, '음식점카페': 666, '문화공간': 7}",0,34,195,64,666,7
1584,127.408064413,36.339949536,대전광역시 중구 중촌동 목중로70번길 28,"{'교통': 0, '마트편의점': 28, '교육시설': 144, '의료시설': 63, '음식점카페': 372, '문화공간': 5}",0,28,144,63,372,5
1585,127.408188476,36.339347217,대전광역시 중구 중촌동 목중로54번길 27-10,"{'교통': 0, '마트편의점': 30, '교육시설': 144, '의료시설': 64, '음식점카페': 373, '문화공간': 5}",0,30,144,64,373,5
1586,127.408390918,36.338631533,대전광역시 중구 중촌동 목중로 62,"{'교통': 0, '마트편의점': 30, '교육시설': 144, '의료시설': 63, '음식점카페': 388, '문화공간': 5}",0,30,144,63,388,5
1587,127.408296520,36.338706563,대전광역시 중구 중촌동 목중로 62-1,"{'교통': 0, '마트편의점': 29, '교육시설': 144, '의료시설': 63, '음식점카페': 380, '문화공간': 5}",0,29,144,63,380,5
1588,127.401572144,36.325281893,대전광역시 중구 태평동 계백로1653번길 123,"{'교통': 1, '마트편의점': 54, '교육시설': 237, '의료시설': 146, '음식점카페': 959, '문화공간': 15}",1,54,237,146,959,15
1589,127.395270044,36.329555287,대전광역시 중구 태평동 태평로151번길 39-2,"{'교통': 2, '마트편의점': 35, '교육시설': 180, '의료시설': 75, '음식점카페': 573, '문화공간': 11}",2,35,180,75,573,11
1590,127.396461466,36.331654599,대전광역시 중구 태평동 유등천동로 588-1,"{'교통': 2, '마트편의점': 37, '교육시설': 165, '의료시설': 88, '음식점카페': 576, '문화공간': 8}",2,37,165,88,576,8
1591,127.396241078,36.331000084,대전광역시 중구 태평동 태평로173번길 40,"{'교통': 2, '마트편의점': 33, '교육시설': 169, '의료시설': 86, '음식점카페': 556, '문화공간': 9}",2,33,169,86,556,9
1592,127.396359354,36.330955084,대전광역시 중구 태평동 태평로173번길 42,"{'교통': 2, '마트편의점': 34, '교육시설': 170, '의료시설': 86, '음식점카페': 552, '문화공간': 8}",2,34,170,86,552,8
1593,127.394293664,36.328169527,대전광역시 중구 태평동 태평로127번길 25,"{'교통': 1, '마트편의점': 34, '교육시설': 204, '의료시설': 64, '음식점카페': 652, '문화공간': 11}",1,34,204,64,652,11
